id	label	lay annotated to disease	lay not annotated to disease	clinical annotated to disease	clinical not annotated to disease	p-value	p-value-correct
MONDO:0017742	disorder of O-xylosylglycan synthesis	553	4204	273	8529	1.6432208697600952e-82	1.8261113525643939e-78
MONDO:0020164	epicanthal fold	652	4105	377	8425	2.1804021260824314e-82	2.423080882715406e-78
MONDO:0020165	syndromic epicanthus	652	4105	377	8425	2.1804021260824314e-82	2.423080882715406e-78
MONDO:0015957	rare genetic movement disorder	1432	3325	1396	7406	6.502860764699347e-82	7.226629167810384e-78
MONDO:0015139	rare epilepsy	1558	3199	1584	7218	8.1290967355879e-82	9.033865202258833e-78
MONDO:0005027	epilepsy	1558	3199	1584	7218	8.1290967355879e-82	9.033865202258833e-78
MONDO:0015653	monogenic disease with epilepsy	1000	3757	799	8003	1.4835891116400511e-81	1.648712579765589e-77
MONDO:0015955	rare genetic epilepsy	1542	3215	1562	7240	1.5765243383386111e-81	1.7519914971956985e-77
MONDO:0020261	neurological disease with abnormal eye movements	859	3898	621	8181	1.5932522206456894e-81	1.7705811928035547e-77
MONDO:0015615	rare genetic gastroenterological disease	1535	3222	1552	7250	1.8568768768371426e-81	2.0635472732291165e-77
MONDO:0005283	retinal disease	1199	3558	1067	7735	2.0711051565562107e-81	2.301619160480917e-77
MONDO:0044967	limb disorder	478	4279	204	8598	2.3885147507159535e-81	2.6543564424706392e-77
MONDO:0002884	nail disease	478	4279	204	8598	2.3885147507159535e-81	2.6543564424706392e-77
MONDO:0019283	nail anomaly	478	4279	204	8598	2.3885147507159535e-81	2.6543564424706392e-77
MONDO:0021028	genetic nail anomaly	478	4279	204	8598	2.3885147507159535e-81	2.6543564424706392e-77
MONDO:0015143	rare movement disorder	1439	3318	1411	7391	3.1509970357799298e-81	3.501703005862236e-77
MONDO:0005395	movement disorder	1439	3318	1411	7391	3.1509970357799298e-81	3.501703005862236e-77
MONDO:0020066	Ehlers-Danlos syndrome	577	4180	302	8500	3.8562445073844507e-81	4.2854445210563404e-77
MONDO:0015108	rare non-syndromic intellectual disability	464	4293	192	8610	5.101742377218723e-81	5.669566303803167e-77
MONDO:0000509	non-syndromic intellectual disability	464	4293	192	8610	5.101742377218723e-81	5.669566303803167e-77
MONDO:0020005	rare endocrine disease	2017	2740	2314	6488	6.518224637197569e-81	7.243703039317657e-77
MONDO:0018791	Moyomoya angiopathy	706	4051	443	8359	7.097066345058773e-81	7.886969829263815e-77
MONDO:0020152	rare eyelid malformation	539	4218	265	8537	1.1503220555086308e-80	1.2783529002867413e-76
MONDO:0002602	central nervous system disease	2463	2294	3074	5728	1.3190683351529078e-80	1.4658806408554264e-76
MONDO:0020251	rare strabismus and restriction syndrome	794	3963	547	8255	1.5794702435828642e-80	1.755265281693637e-76
MONDO:0020253	syndrome with a symptomatic strabismus	794	3963	547	8255	1.5794702435828642e-80	1.755265281693637e-76
MONDO:0018233	otopalatodigital syndrome spectrum disorder	475	4282	204	8598	2.2390628770878316e-80	2.4882705753077072e-76
MONDO:0018792	Moyamoya syndrome	703	4054	442	8360	2.712891702806574e-80	3.014836549328946e-76
MONDO:0018284	congenital disorder of glycosylation with neurological involvement	874	3883	646	8156	3.438583152781807e-80	3.8212974576864225e-76
MONDO:0004335	digestive system disease	1545	3212	1577	7225	4.4087194267224414e-80	4.899409898916649e-76
MONDO:0044979	disease by cell type	1172	3585	1038	7764	4.6694996401318166e-80	5.189214950078488e-76
MONDO:0019285	syndromic nail anomaly	469	4288	200	8602	7.989817051961706e-80	8.879083689845044e-76
MONDO:0005151	endocrine system disease	2020	2737	2331	6471	1.7702819599184804e-79	1.9673143420574074e-75
MONDO:0019716	overgrowth syndrome	789	3968	546	8256	1.9312046116762962e-79	2.146147684955868e-75
MONDO:0004580	retinal degeneration	1097	3660	941	7861	3.6277923725730164e-79	4.0315656636403933e-75
MONDO:0019118	inherited retinal dystrophy	1097	3660	941	7861	3.6277923725730164e-79	4.0315656636403933e-75
MONDO:0005308	ciliopathy	785	3972	543	8259	4.7208138638261944e-79	5.24624044687005e-75
MONDO:0023370	neoplastic disease or syndrome	1571	3186	1624	7178	4.8394192535900564e-79	5.37804661651463e-75
MONDO:0019052	inborn errors of metabolism	2169	2588	2583	6219	5.401296368090046e-79	6.002460653858469e-75
MONDO:0045024	cell proliferation disorder	1571	3186	1625	7177	6.596280345626885e-79	7.330446348095158e-75
MONDO:0015461	short rib-polydactyly syndrome	571	4186	304	8498	8.908159567942804e-79	9.899637727854837e-75
MONDO:0015860	anomaly of puberty or/and menstrual cycle	854	3903	629	8173	1.2997103497918012e-78	1.4443681117236287e-74
MONDO:0016072	anomaly of puberty or/and menstrual cycle of genetic origin	853	3904	628	8174	1.4518033325966822e-78	1.613389043514693e-74
MONDO:0018286	non-X-linked congenital disorder of glycosylation with intellectual disability as a major feature	762	3995	518	8284	1.549049753012046e-78	1.721458990522287e-74
MONDO:0043218	neurovascular disease	1125	3632	983	7819	1.6884615491638086e-78	1.8763873195857404e-74
MONDO:0016645	rare neoplastic disease	1563	3194	1616	7186	1.7461127678557806e-78	1.940455118918129e-74
MONDO:0018035	syndrome with combined immunodeficiency	862	3895	640	8162	2.1540193896694355e-78	2.393761747739644e-74
MONDO:0005066	metabolic disease	2202	2555	2646	6156	3.616034624814181e-78	4.018499278555999e-74
MONDO:0024297	nutritional or metabolic disease	2207	2550	2655	6147	4.149896436153022e-78	4.611779909496854e-74
MONDO:0015368	neuro-ophthalmological disease	1297	3460	1227	7575	5.638130465925602e-78	6.265654386783121e-74
MONDO:0020052	partial autosomal trisomy/tetrasomy	616	4141	355	8447	6.89972193353636e-78	7.667660984738957e-74
MONDO:0020232	musculoskeletal disease with cataract	549	4208	285	8517	1.0500177224847023e-77	1.1668846949972497e-73
MONDO:0018290	congenital disorder of glycosylation with cardiac malformation as a major feature	571	4186	308	8494	1.2114395016501044e-77	1.3462727181837609e-73
MONDO:0019063	vascular anomaly	998	3759	818	7984	1.2897635495826536e-77	1.433314232651203e-73
MONDO:0015950	inherited skin tumor	912	3845	707	8095	1.399547436383129e-77	1.5553170660525715e-73
MONDO:0002531	skin neoplasm	912	3845	707	8095	1.399547436383129e-77	1.5553170660525715e-73
MONDO:0006573	lipodystrophy (disease)	610	4147	350	8452	1.705771104575908e-77	1.8956234285152064e-73
MONDO:0016229	genetic vascular anomaly	963	3794	775	8027	3.997324074523868e-77	4.442226244018375e-73
MONDO:0019175	primary lymphedema	734	4023	492	8310	5.640268269207886e-77	6.268030127570723e-73
MONDO:0016230	simple vascular malformation	806	3951	579	8223	8.880250822063839e-77	9.868622738559544e-73
MONDO:0016233	rare lymphatic system malformation	736	4021	496	8306	1.3248239275267553e-76	1.4722768306604831e-72
MONDO:0020087	genetic lipodystrophy	597	4160	340	8462	1.9795269372577116e-76	2.199848285374495e-72
MONDO:0019599	primary lipodystrophy	597	4160	340	8462	1.9795269372577116e-76	2.199848285374495e-72
MONDO:0020277	ectodermal malformation syndrome associated with ocular features	522	4235	262	8540	2.1760355488817353e-76	2.4182283054722725e-72
MONDO:0019520	syndromic lymphedema	741	4016	504	8298	3.90296782805419e-76	4.337368147316621e-72
MONDO:0017371	rare head and neck tumor	844	3913	629	8173	4.090207697257794e-76	4.545447813962586e-72
MONDO:0005586	head and neck neoplasm	844	3913	629	8173	4.090207697257794e-76	4.545447813962586e-72
MONDO:0019269	ichthyosis (disease)	678	4079	431	8371	4.140068303256029e-76	4.600857905408425e-72
MONDO:0015947	inherited ichthyosis	678	4079	431	8371	4.140068303256029e-76	4.600857905408425e-72
MONDO:0015770	congenital hypogonadotropic hypogonadism	717	4040	477	8325	7.178461015499529e-76	7.977423726524627e-72
MONDO:0018555	hypogonadotropic hypogonadism	736	4021	500	8302	1.0310772358392877e-75	1.1458361321882003e-71
MONDO:0019297	lymphedema	750	4007	517	8285	1.2700355065142815e-75	1.411390458389321e-71
MONDO:0021124	female infertility	837	3920	624	8178	2.238161545684345e-75	2.4872689257190123e-71
MONDO:0020026	rare female infertility	837	3920	624	8178	2.238161545684345e-75	2.4872689257190123e-71
MONDO:0018410	rare genetic female infertility	837	3920	624	8178	2.238161545684345e-75	2.4872689257190123e-71
MONDO:0021248	nervous system neoplasm	926	3831	737	8065	2.6097194653330596e-75	2.900181241824629e-71
MONDO:0045012	steroid metabolism disease	735	4022	501	8301	3.13228790867132e-75	3.480911552906438e-71
MONDO:0002145	sex differentiation disease	773	3984	547	8255	4.2624476880565636e-75	4.7368581157372595e-71
MONDO:0020036	rare nervous system tumor	925	3832	737	8065	4.515189395662679e-75	5.017729975399936e-71
MONDO:0020184	rare eyebrow/eyelashes anomaly	673	4084	430	8372	5.410788456852429e-75	6.0130092121001045e-71
MONDO:0015618	genetic pancreatic disease	857	3900	652	8150	8.835733028663223e-75	9.81915011475344e-71
MONDO:0015890	rare disorder with congenital hypogonadotropic hypogonadism	642	4115	397	8405	1.7029980560392656e-74	1.8925417396764358e-70
MONDO:0015112	rare pancreatic disease	858	3899	655	8147	1.9283122553865784e-74	2.1429334094111044e-70
MONDO:0002356	pancreas disease	861	3896	660	8142	3.3252166423372095e-74	3.695313254629341e-70
MONDO:0019041	rare genetic inherited tumor	1151	3606	1046	7756	4.045620364809195e-74	4.495897911412458e-70
MONDO:0002146	hypogonadism	764	3993	541	8261	4.5369464056434696e-74	5.041908540591588e-70
MONDO:0015967	monogenic diabetes	790	3967	573	8229	5.602617380063849e-74	6.226188694464955e-70
MONDO:0002932	conjunctival disease	816	3941	605	8197	5.700817297540562e-74	6.335318262756827e-70
MONDO:0020198	rare conjunctival disease	816	3941	605	8197	5.700817297540562e-74	6.335318262756827e-70
MONDO:0015122	rare diabetes mellitus	791	3966	576	8226	1.2972244924641964e-73	1.4416055784754614e-69
MONDO:0005015	diabetes mellitus (disease)	791	3966	576	8226	1.2972244924641964e-73	1.4416055784754614e-69
MONDO:0015953	genetic central nervous system and retinal vascular disease	845	3912	643	8159	1.3369278519974039e-73	1.485727921924715e-69
MONDO:0019110	rare central nervous system and retinal vascular disease	856	3901	657	8145	1.440152739672895e-73	1.6004417395984883e-69
MONDO:0020063	malformation syndrome with hamartosis	819	3938	612	8190	2.5768541236481318e-73	2.8636579876101687e-69
MONDO:0015905	syndromic dyslipidemia	853	3904	655	8147	3.171875908944316e-73	3.5249056976098186e-69
MONDO:0020040	46,XY disorder of sex development	695	4062	464	8338	5.2689609888533356e-73	5.855396346912711e-69
MONDO:0005833	lymphatic system disease	838	3919	638	8164	7.259428817401009e-73	8.067403244777742e-69
MONDO:0044986	lymphoid system disease	838	3919	638	8164	7.259428817401009e-73	8.067403244777742e-69
MONDO:0021106	laminopathy	691	4066	460	8342	7.439382531905449e-73	8.267385807706525e-69
MONDO:0015966	hereditary eye tumor	731	4026	508	8294	1.1457772112701317e-72	1.2733022148844973e-68
MONDO:0018722	primary lymphedema with associated anomalies	611	4146	370	8432	1.2517251171039694e-72	1.3910421226376412e-68
MONDO:0022800	collagenopathy type 2 alpha 1	396	4361	154	8648	1.7445145265750515e-72	1.938678993382855e-68
MONDO:0019183	rare genetic odontologic disease	510	4247	263	8539	1.7594109680267415e-72	1.955233408768118e-68
MONDO:0016517	rare genetic vascular disease	1229	3528	1168	7634	2.739196870338139e-72	3.0440694820067737e-68
MONDO:0000060	microcephalic osteodysplastic primordial dwarfism	393	4364	152	8650	3.073499419404925e-72	3.415579904784693e-68
MONDO:0020155	eyelid border anomaly	476	4281	230	8572	3.7434903806527555e-72	4.160140860019407e-68
MONDO:0017263	inherited ichthyosis syndromic form	637	4120	402	8400	6.379272411147073e-72	7.0892854305077424e-68
MONDO:0019048	rare vascular disease	1273	3484	1234	7568	7.045964170229835e-72	7.830179982376416e-68
MONDO:0005385	vascular disease	1287	3470	1255	7547	8.997696944237874e-72	9.99914061413155e-68
MONDO:0021190	DNA repair disease	669	4088	440	8362	1.3501373564697885e-71	1.5004076442448758e-67
MONDO:0037871	amino acid metabolism disease	873	3884	690	8112	2.0626120071024656e-71	2.29218072349297e-67
MONDO:0020266	genodermatosis with ocular features	766	3991	557	8245	3.011635746144523e-71	3.346830804690408e-67
MONDO:0020278	metabolic disease associated with ocular features	1020	3737	885	7917	3.95352268490021e-71	4.393549759729604e-67
MONDO:0001933	endocrine pancreas disease	806	3951	607	8195	4.121058616557054e-71	4.579732440579854e-67
MONDO:0015322	Pierre Robin syndrome associated with bone disease	457	4300	215	8587	5.087085353750952e-71	5.653277953623433e-67
MONDO:0006600	pigmentation disease	876	3881	698	8104	1.2041864572746747e-70	1.338212409969346e-66
MONDO:0001854	lacrimal apparatus disease	557	4200	319	8483	1.3533655374187026e-70	1.503995121733404e-66
MONDO:0020192	rare lacrimal system disease	553	4204	315	8487	1.615939663299009e-70	1.795793747824189e-66
MONDO:0019288	skin pigmentation disease	875	3882	698	8104	2.0710182401276795e-70	2.3015225702538903e-66
MONDO:0020162	secondary ectropion	502	4255	262	8540	2.1528344196367292e-70	2.392444890542297e-66
MONDO:0018795	syndromic constitutional thrombocytopenia	615	4142	384	8418	2.763118589281866e-70	3.0706536882689374e-66
MONDO:0000844	spondyloepimetaphyseal dysplasia	524	4233	286	8516	4.741388526884472e-70	5.269105069926714e-66
MONDO:0020234	craniofacial anomaly with cataract	523	4234	285	8517	4.88594694787938e-70	5.429752843178355e-66
MONDO:0019707	primary osteolysis	548	4209	312	8490	6.818240223459889e-70	7.577110360330974e-66
MONDO:0020240	syndromic retinitis pigmentosa	731	4026	522	8280	1.0636836062706025e-69	1.1820715916485206e-65
MONDO:0015823	primary immunodeficiency due to a defect in adaptive immunity	1061	3696	951	7851	1.7404669840407696e-69	1.9341809593645073e-65
MONDO:0021220	eye neoplasm	734	4023	527	8275	2.0510259862578418e-69	2.2793051785283396e-65
MONDO:0015121	rare eye tumor	734	4023	527	8275	2.0510259862578418e-69	2.2793051785283396e-65
MONDO:0020202	conjunctival lymphangiectasia	619	4138	395	8407	9.73732353629106e-69	1.0821087645880255e-64
MONDO:0019313	hereditary lymphedema	619	4138	395	8407	9.73732353629106e-69	1.0821087645880255e-64
MONDO:0019693	multiple metaphyseal dysplasia	448	4309	214	8588	1.4631081630846152e-68	1.625952101635933e-64
MONDO:0019712	patellar dysostosis	465	4292	231	8571	1.6907696287185673e-68	1.8789522883949437e-64
MONDO:0020015	rare circulatory system disease	1689	3068	1891	6911	1.860224247398289e-68	2.0672672061337184e-64
MONDO:0004736	inherited amino acid metabolic disorder	858	3899	687	8115	1.9773721746818335e-68	2.1974536977239217e-64
MONDO:0004995	cardiovascular disease	1699	3058	1908	6894	2.556645510252222e-68	2.8412001555432942e-64
MONDO:0018770	Jeune syndrome	486	4271	253	8549	2.911864281969464e-68	3.235954776552665e-64
MONDO:0015549	rare genetic hematologic disease	1182	3575	1129	7673	3.4823140393178663e-68	3.869895591893945e-64
MONDO:0019289	hyperpigmentation of the skin	688	4069	478	8324	4.121000779036688e-68	4.5796681657434714e-64
MONDO:0021195	disease by cellular process disrupted	2305	2452	2917	5885	4.62216774961085e-68	5.136615020142538e-64
MONDO:0019694	spondylodysplastic dysplasia	492	4265	260	8542	5.105892057888484e-68	5.6741778439314725e-64
MONDO:0015123	rare inherited dyslipidemia	1123	3634	1047	7755	5.758894413951468e-68	6.399859362224267e-64
MONDO:0020006	rare hematologic disease	1147	3610	1081	7721	6.139899157003771e-68	6.823269933178291e-64
MONDO:0004907	alopecia	467	4290	235	8567	6.750282801704997e-68	7.501589277534762e-64
MONDO:0019997	rare gastroenterologic disease	1240	3517	1216	7586	1.1614023459229705e-67	1.290666427024197e-63
MONDO:0019200	retinitis pigmentosa	753	4004	559	8243	1.2494570359310069e-67	1.388521604030128e-63
MONDO:0003037	hypotrichosis	473	4284	242	8560	1.293490146819097e-67	1.4374556001600623e-63
MONDO:0019240	sterol biosynthesis disorder	564	4193	340	8462	3.732521839014109e-67	4.1479515196963795e-63
MONDO:0009332	congenital hematological disorder	1158	3599	1102	7700	3.820938627649073e-67	4.2462090969064146e-63
MONDO:0002908	glucose metabolism disease	816	3941	641	8161	5.0843314257938e-67	5.650217513484651e-63
MONDO:0008995	Yunis-Varon syndrome	316	4441	100	8702	5.8516445573269544e-67	6.502932596557444e-63
MONDO:0011679	craniosynostosis syndrome, autosomal recessive	420	4337	192	8610	6.200295631220204e-67	6.890388534975013e-63
MONDO:0004892	refractive error	627	4130	412	8390	6.436321948879969e-67	7.152684581790309e-63
MONDO:0015940	rare rheumatologic disease	736	4021	542	8260	7.451281183184574e-67	8.280608778873017e-63
MONDO:0002320	congenital nervous system disorder	2751	2006	3727	5075	7.5629119331355e-67	8.40466403129348e-63
MONDO:0020226	chromosomal anomaly with cataract	488	4269	260	8542	7.58693269935812e-67	8.431358308796679e-63
MONDO:0019256	sterol metabolism disorder	614	4143	398	8404	1.0485074903322259e-66	1.1652063740062027e-62
MONDO:0019696	acromesomelic dysplasia	309	4448	95	8707	1.0544716328105384e-66	1.1718343255423513e-62
MONDO:0019796	acrocephalosyndactyly	460	4297	232	8570	1.0766836667019989e-66	1.1965185588059314e-62
MONDO:0020206	rare refraction anomaly	626	4131	412	8390	1.1782887610200847e-66	1.30943230012162e-62
