id	label	gc annotated to disease	gc not annotated to disease	non-gc annotated to disease	non-gc not annotated to disease	p-value	p-value-correct
MONDO:0015955	rare genetic epilepsy	170	45	2934	10410	3.0244529061640083e-69	3.3610745146200623e-65
MONDO:0021195	disease by cellular process disrupted	203	12	5019	8325	3.487672032907959e-69	3.875849930170614e-65
MONDO:0044969	disease of membrane bound organelle	150	65	2077	11267	5.238517377183451e-69	5.821564361263969e-65
MONDO:0000652	integumentary system benign neoplasm	110	105	859	12485	6.134050895946593e-69	6.816770760665448e-65
MONDO:0002235	eyelid neoplasm	110	105	859	12485	6.134050895946593e-69	6.816770760665448e-65
MONDO:0020123	metabolic myopathy	111	104	887	12457	1.010752607810243e-68	1.1232493730595231e-64
MONDO:0019056	neuromuscular disease	151	64	2128	11216	1.1407337617844686e-68	1.26769742947108e-64
MONDO:0002977	autoimmune disease of the nervous system	96	119	570	12774	1.2069055274657847e-68	1.3412341126727265e-64
MONDO:0002525	inherited lipid metabolism disorder	149	66	2054	11290	1.3975997188594886e-68	1.55315256756855e-64
MONDO:0020266	genodermatosis with ocular features	123	92	1200	12144	1.429166409657069e-68	1.5882326310519007e-64
MONDO:0020172	palpebral epidermal tumor	103	112	711	12633	1.4648506418498185e-68	1.6278885182877034e-64
MONDO:0016337	syndrome associated with dilated cardiomyopathy	103	112	712	12632	1.6621841568026547e-68	1.8471852534547902e-64
MONDO:0016133	rare hereditary metabolic disease with peripheral neuropathy	131	84	1437	11907	1.6805681719683122e-68	1.8676154095083854e-64
MONDO:0019292	dermis elastic tissue disorder	127	88	1317	12027	1.7578636441906383e-68	1.9535138677890563e-64
MONDO:0002427	cerebellar disease	137	78	1631	11713	1.928320801034431e-68	2.1429429061895633e-64
MONDO:0015123	rare inherited dyslipidemia	148	67	2022	11322	2.0554907615658654e-68	2.2842668833281464e-64
MONDO:0019254	inborn disorder of purine or pyrimidine metabolism	137	78	1632	11712	2.076492116409984e-68	2.307605688966415e-64
MONDO:0018722	primary lymphedema with associated anomalies	110	105	871	12473	2.3338019748935914e-68	2.5935541346992483e-64
MONDO:0017118	syndrome with a cerebellar malformation as major feature	143	72	1842	11502	2.6267931560644295e-68	2.9191552343344005e-64
MONDO:0006025	autosomal recessive disease	180	35	3504	9840	3.0290555710019227e-68	3.366189456054437e-64
MONDO:0015216	syndromic diaphragmatic or abdominal wall malformation	131	84	1447	11897	3.7385725928603254e-68	4.1546757224456795e-64
MONDO:0019743	nephropathy secondary to a storage or other metabolic disease	116	99	1026	12318	5.122332024696767e-68	5.692447579045518e-64
MONDO:0015890	rare disorder with congenital hypogonadotropic hypogonadism	112	103	927	12417	5.656431836672688e-68	6.285992700094358e-64
MONDO:0015160	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	152	63	2194	11150	5.9531463213825926e-68	6.615731506952475e-64
MONDO:0018411	rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin	118	97	1080	12264	6.184500683132354e-68	6.872835609164985e-64
MONDO:0018397	rare female infertility due to hypothalamic-pituitary-gonadal axis disorder	118	97	1080	12264	6.184500683132354e-68	6.872835609164985e-64
MONDO:0009637	mitochondrial myopathy	97	118	601	12743	6.665748487801197e-68	7.40764629449347e-64
MONDO:0020026	rare female infertility	127	88	1334	12010	7.360633546194121e-68	8.179872059885527e-64
MONDO:0018410	rare genetic female infertility	127	88	1334	12010	7.360633546194121e-68	8.179872059885527e-64
MONDO:0021124	female infertility	127	88	1334	12010	7.360633546194121e-68	8.179872059885527e-64
MONDO:0020021	diaphragmatic or abdominal wall malformation	131	84	1456	11888	7.639752836192379e-68	8.490057326860591e-64
MONDO:0019301	metabolic disease with skin involvement	123	92	1219	12125	7.802307306186089e-68	8.6707041093646e-64
MONDO:0020277	ectodermal malformation syndrome associated with ocular features	101	114	683	12661	8.543409914726786e-68	9.494291438235877e-64
MONDO:0021060	RASopathy	94	121	547	12797	9.895591305788912e-68	1.0996970618123217e-63
MONDO:0005495	adrenal gland disease	112	103	933	12411	1.0651025437851938e-67	1.1836484569084858e-63
MONDO:0015971	rare genetic adrenal disease	112	103	933	12411	1.0651025437851938e-67	1.1836484569084858e-63
MONDO:0015506	rare syndrome with cardiac malformations	131	84	1465	11879	1.5539587547052873e-67	1.7269143641039858e-63
MONDO:0020158	eyelids malposition disorder	124	91	1257	12087	1.800903833075364e-67	2.001344429696652e-63
MONDO:0043007	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	151	64	2174	11170	1.992442555346075e-67	2.214201411756093e-63
MONDO:0019590	rare endocrine growth disease	141	74	1801	11543	2.0584408824501837e-67	2.2875453526668891e-63
MONDO:0002917	disease of pilosebaceous unit	118	97	1093	12251	2.1335203557692144e-67	2.3709811713663278e-63
MONDO:0015135	primary immunodeficiency due to a genetic defect in innate immunity	123	92	1233	12111	2.677694300399893e-67	2.975721676034401e-63
MONDO:0018751	genetic otorhinolaryngologic disease	175	40	3280	10064	2.99728215244312e-67	3.3308796560100395e-63
MONDO:0024623	otorhinolaryngologic disease	175	40	3281	10063	3.144751924698417e-67	3.494762813917351e-63
MONDO:0020017	rare otorhinolaryngologic disease	175	40	3281	10063	3.144751924698417e-67	3.494762813917351e-63
MONDO:0000429	autosomal genetic disease	196	19	4583	8761	3.287555438143076e-67	3.6534603584084e-63
MONDO:0005258	autism spectrum disorder	98	117	634	12710	4.1638545022113266e-67	4.627291508307447e-63
MONDO:0000594	pervasive developmental disorder	98	117	634	12710	4.1638545022113266e-67	4.627291508307447e-63
MONDO:0002146	hypogonadism	121	94	1184	12160	5.071252014379803e-67	5.635682363580275e-63
MONDO:0024627	phagocytic cell dysfunction	109	106	878	12466	6.670344841292985e-67	7.412754222128894e-63
MONDO:0019589	syndromic genetic deafness	160	55	2571	10773	6.70763382932937e-67	7.454193474533729e-63
MONDO:0015133	quantitative and/or qualitative congenital phagocyte defect	108	107	855	12489	7.072366338903151e-67	7.859520712423071e-63
MONDO:0000557	hereditary ataxia	134	81	1581	11763	7.247301428752554e-67	8.053926077772713e-63
MONDO:0000437	cerebellar ataxia	134	81	1583	11761	8.411435530257235e-67	9.347628304774865e-63
MONDO:0016117	muscular lipidosis	104	111	767	12577	9.861186056999084e-67	1.0958736065143081e-62
MONDO:0015138	rare genetic primary immunodeficiency	151	64	2201	11143	1.0361827271730558e-66	1.151509864707417e-62
MONDO:0021945	hearing disorder	160	55	2580	10764	1.1024439835473388e-66	1.2251459989161575e-62
MONDO:0019047	rare deafness	160	55	2580	10764	1.1024439835473388e-66	1.2251459989161575e-62
MONDO:0005365	hearing loss	160	55	2580	10764	1.1024439835473388e-66	1.2251459989161575e-62
MONDO:0037940	inherited auditory system disease	160	55	2581	10763	1.1648839283960967e-66	1.2945355096265824e-62
MONDO:0002409	auditory system disease	160	55	2581	10763	1.1648839283960967e-66	1.2945355096265824e-62
MONDO:0018398	rare female infertility due to a congenital hypogonadotropic hypogonadism	108	107	860	12484	1.2265399871089464e-66	1.363053887674172e-62
MONDO:0015514	genetic endocrine growth disease	140	75	1793	11551	1.339926425841397e-66	1.4890602370375444e-62
MONDO:0016401	energy metabolism disorder with epilepsy	105	110	792	12552	1.356241559257747e-66	1.5071912448031342e-62
MONDO:0015368	neuro-ophthalmological disease	155	60	2369	10975	1.377007562488742e-66	1.530268504193739e-62
MONDO:0015327	developmental anomaly of metabolic origin	182	33	3703	9641	1.4117265333752044e-66	1.5688516965398647e-62
MONDO:0005328	eye disease	198	17	4773	8571	1.547056806744384e-66	1.7192442293350339e-62
MONDO:0002022	disease of orbital region	198	17	4773	8571	1.547056806744384e-66	1.7192442293350339e-62
MONDO:0024458	disease of visual system	198	17	4774	8570	1.6080570566490136e-66	1.787033807054049e-62
MONDO:0021084	vision disorder	198	17	4774	8570	1.6080570566490136e-66	1.787033807054049e-62
MONDO:0015220	syndrome with a central nervous system malformation as major feature	161	54	2632	10712	1.6593666130922658e-66	1.844054117129435e-62
MONDO:0001854	lacrimal apparatus disease	104	111	772	12572	1.7789202113314953e-66	1.976914030852691e-62
MONDO:0016879	partial deletion of chromosome 17	93	122	548	12796	1.7826239530233874e-66	1.9810299989948903e-62
MONDO:0015823	primary immunodeficiency due to a defect in adaptive immunity	142	73	1870	11474	1.9857341980836736e-66	2.2067464143303865e-62
MONDO:0003778	primary immunodeficiency disease	151	64	2215	11129	2.415523396906395e-66	2.684371150982077e-62
MONDO:0019304	rare photodermatosis	95	120	588	12756	2.435850533521397e-66	2.7069606979023285e-62
MONDO:0044974	disease of supramolecular complex	140	75	1806	11538	3.2638530062584654e-66	3.6271198458550326e-62
MONDO:0005336	myopathy	140	75	1806	11538	3.2638530062584654e-66	3.6271198458550326e-62
MONDO:0018287	congenital disorder of glycosylation with epilepsy as a major feature	115	100	1043	12301	3.386032058257967e-66	3.762897426342079e-62
MONDO:0019287	ectodermal dysplasia syndrome	147	68	2067	11277	4.0925965429333063e-66	4.548102538161783e-62
MONDO:0004884	eye degenerative disease	144	71	1955	11389	4.357902633117553e-66	4.842937196183537e-62
MONDO:0016906	partial deletion of the long arm of chromosome 7	92	123	536	12808	4.6485853451388795e-66	5.165972894052837e-62
MONDO:0016872	partial deletion of chromosome 7	92	123	536	12808	4.6485853451388795e-66	5.165972894052837e-62
MONDO:0020168	kinetic eyelid anomaly	129	86	1448	11896	5.452082767387511e-66	6.058899579397741e-62
MONDO:0020169	rare disorder with ptosis	129	86	1448	11896	5.452082767387511e-66	6.058899579397741e-62
MONDO:0015770	congenital hypogonadotropic hypogonadism	116	99	1078	12266	7.793051742855436e-66	8.660418401835247e-62
MONDO:0005283	retinal disease	148	67	2118	11226	8.850892693402774e-66	9.835997050178502e-62
MONDO:0015951	genetic photodermatosis	94	121	578	12766	8.897973779881095e-66	9.888318261581861e-62
MONDO:0018284	congenital disorder of glycosylation with neurological involvement	127	88	1393	11951	9.175485756794293e-66	1.0196717321525498e-61
MONDO:0015107	rare genetic eye disease	197	18	4756	8588	1.5347433225658585e-65	1.7055602543674386e-61
MONDO:0017757	disorder of metabolite absorption and transport	119	96	1168	12176	1.7327428749774212e-65	1.925597156962408e-61
MONDO:0015909	aplastic anemia	103	112	770	12574	1.8969565763766177e-65	2.1080878433273352e-61
MONDO:0019243	inborn disorder of energy metabolism	135	80	1662	11682	2.3684794831409066e-65	2.6320912496144896e-61
MONDO:0015680	rare pervasive developmental disorder	96	119	625	12719	2.6341442262835124e-65	2.9273244786688674e-61
MONDO:0000226	mineral metabolism disease	114	101	1039	12305	2.8190772410179445e-65	3.132840537943242e-61
MONDO:0020004	rare eye disease	197	18	4773	8571	2.9497570665985458e-65	3.278065028110964e-61
MONDO:0001713	inherited aplastic anemia	102	113	752	12592	3.070037945887236e-65	3.411733169264485e-61
MONDO:0015510	rare genetic respiratory disease	139	76	1804	11540	3.1399496432569334e-65	3.48942603855143e-61
MONDO:0019296	subcutaneous tissue disease	118	97	1150	12194	4.085908154050185e-65	4.5406697315959706e-61
MONDO:0019741	familial cystic renal disease	107	108	870	12474	4.706459971811174e-65	5.230288966673758e-61
MONDO:0002473	cystic kidney disease	107	108	870	12474	4.706459971811174e-65	5.230288966673758e-61
MONDO:0020261	neurological disease with abnormal eye movements	125	90	1355	11989	5.602784088871523e-65	6.226373957962924e-61
MONDO:0020165	syndromic epicanthus	109	106	920	12424	5.724671156963287e-65	6.361827056733301e-61
MONDO:0020164	epicanthal fold	109	106	920	12424	5.724671156963287e-65	6.361827056733301e-61
MONDO:0002334	hematopoietic and lymphoid system neoplasm	100	115	715	12629	6.617811376178273e-65	7.354373782346914e-61
MONDO:0020022	central nervous system malformation	163	52	2794	10550	7.022383095028969e-65	7.803974333505692e-61
MONDO:0016165	genetic hypoparathyroidism	102	113	760	12584	7.868512223666772e-65	8.744277634160883e-61
MONDO:0001220	hypoparathyroidism	102	113	760	12584	7.868512223666772e-65	8.744277634160883e-61
MONDO:0015896	rare hypoparathyroidism	102	113	760	12584	7.868512223666772e-65	8.744277634160883e-61
MONDO:0020013	rare odontologic disease	138	77	1784	11560	8.801345054425204e-65	9.78093475898273e-61
MONDO:0016402	mitochondrial disease with epilepsy	98	117	676	12668	9.912552849503232e-65	1.1015819981652942e-60
MONDO:0015125	rare thyroid disease	100	115	719	12625	1.0759837196641223e-64	1.1957407076627391e-60
MONDO:0015969	rare genetic thyroid disease	100	115	719	12625	1.0759837196641223e-64	1.1957407076627391e-60
MONDO:0019046	leukodystrophy	118	97	1162	12182	1.1932305010290454e-64	1.326037055793578e-60
MONDO:0020173	benign tumor of palpebral epidermis	86	129	451	12893	1.2263132474257953e-64	1.3628019118642863e-60
MONDO:0021605	benign eyelid neoplasm	86	129	451	12893	1.2263132474257953e-64	1.3628019118642863e-60
MONDO:0019118	inherited retinal dystrophy	141	74	1897	11447	1.2947596098111523e-64	1.4388663543831334e-60
MONDO:0004580	retinal degeneration	141	74	1897	11447	1.2947596098111523e-64	1.4388663543831334e-60
MONDO:0015501	syndrome or malformation associated with head and neck malformations	150	65	2243	11101	1.401021164340544e-64	1.5569548199316465e-60
MONDO:0000569	autoimmune disease of endocrine system	96	119	638	12706	1.469113087356199e-64	1.632625373978944e-60
MONDO:0015475	rare head and neck malformation	154	61	2409	10935	1.4960748834122027e-64	1.662588017935981e-60
MONDO:0020192	rare lacrimal system disease	102	113	766	12578	1.583436308816906e-64	1.7596727699882276e-60
MONDO:0020120	skeletal muscle disease	139	76	1833	11511	2.1995576271253384e-64	2.4443683910243886e-60
MONDO:0020142	metabolic disease with dementia	116	99	1116	12228	2.6210356297029246e-64	2.91275689528886e-60
MONDO:0020052	partial autosomal trisomy/tetrasomy	106	109	865	12479	3.496519273083499e-64	3.8856818681776924e-60
MONDO:0018555	hypogonadotropic hypogonadism	116	99	1120	12224	3.767260510927129e-64	4.1865566057933186e-60
MONDO:0000648	nervous system benign neoplasm	92	123	567	12777	4.129060974567066e-64	4.5886254610363804e-60
MONDO:0005042	head disease	201	14	5164	8180	4.3351815546356205e-64	4.817687261666565e-60
MONDO:0019038	rare maxillo-facial surgical disease	152	63	2345	10999	4.54790112720323e-64	5.054082522660949e-60
MONDO:0015961	genetic head and neck malformation	153	62	2387	10957	4.636776123011602e-64	5.152849305502793e-60
MONDO:0023369	disease of facial skeleton	152	63	2346	10998	4.8152241606987796e-64	5.351158609784553e-60
MONDO:0020050	autosomal trisomy	108	107	918	12426	5.792874694001777e-64	6.437621647444175e-60
MONDO:0044137	vitreous body disorder	146	69	2109	11235	5.930256257733803e-64	6.590293779219575e-60
MONDO:0020238	inherited vitreous-retinal disease	146	69	2109	11235	5.930256257733803e-64	6.590293779219575e-60
MONDO:0020262	nervous system anomaly with eye involvement	133	82	1642	11702	6.7792941182727e-64	7.533829553636452e-60
MONDO:0019053	peroxisomal disease	103	112	802	12542	7.354274698440808e-64	8.17280547237727e-60
MONDO:0020000	rare respiratory disease	141	74	1924	11420	7.447103419863653e-64	8.275966030494477e-60
MONDO:0021190	DNA repair disease	111	104	998	12346	9.469290310748857e-64	1.0523222322335206e-59
MONDO:0020177	pigmented palpebral tumor	84	131	430	12914	9.842398522383723e-64	1.0937857477925032e-59
MONDO:0020244	unclassified primitive or secondary maculopathy	121	94	1272	12072	1.0098489624105518e-63	1.1222451519268463e-59
MONDO:0004069	inborn mitochondrial metabolism disorder	126	89	1424	11920	1.1766891010651643e-63	1.307654598013717e-59
MONDO:0044970	mitochondrial disease	126	89	1424	11920	1.1766891010651643e-63	1.307654598013717e-59
MONDO:0005087	respiratory system disease	141	74	1933	11411	1.3264899883491458e-63	1.4741283240524056e-59
MONDO:0021440	benign neoplasm of skin	104	111	832	12512	1.5839463630029277e-63	1.7602395932051535e-59
MONDO:0020240	syndromic retinitis pigmentosa	116	99	1137	12207	1.7343316614591154e-63	1.927362775379515e-59
MONDO:0016387	mitochondrial oxidative phosphorylation disorder	121	94	1279	12065	1.804363237199382e-63	2.005188865499673e-59
MONDO:0015332	rare developmental defect with connective tissue involvement	125	90	1399	11945	1.84735900947673e-63	2.05297006723149e-59
MONDO:0015889	rare hypothalamic or pituitary disease	126	89	1431	11913	2.0198528132439382e-63	2.2446624313579884e-59
MONDO:0024417	perceptual disorders	199	16	5048	8296	2.529707670278915e-63	2.811264133980958e-59
MONDO:0018538	inherited digestive cancer-predisposing syndrome	94	121	620	12724	2.733474328330111e-63	3.0377100210732525e-59
MONDO:0044975	disease of transporter activity	115	100	1118	12226	3.647295930324728e-63	4.053239967369871e-59
MONDO:0005128	sensory system disease	199	16	5058	8286	3.651793662543484e-63	4.058238297184574e-59
MONDO:0016627	rare hemorrhagic disorder	112	103	1038	12306	3.657432360034563e-63	4.06450458170641e-59
MONDO:0002145	sex differentiation disease	118	97	1202	12142	3.9140110613032546e-63	4.349640492426307e-59
MONDO:0016327	mitochondrial disease with hypertrophic cardiomyopathy	84	131	439	12905	4.408287869840564e-63	4.898930309753819e-59
MONDO:0015906	rare disorder with hypergonadotropic hypogonadism	96	119	665	12679	4.674775223453757e-63	5.19507770582416e-59
MONDO:0019699	slender bone dysplasia	114	101	1094	12250	4.80408865428567e-63	5.338783721507665e-59
MONDO:0022687	cerebellar degeneration	129	86	1538	11806	4.962280946447537e-63	5.514582815787148e-59
